EVENT_TYPE,TIMESTAMP,REQUEST_ID,ORGANIZATION_ID,USER_ID,DEVICE_SESSION_ID,UI_EVENT_TIMESTAMP,UI_EVENT_RELATIVE_TIMESTAMP,UI_ROOT_ACTIVITY_ID,USER_TYPE,CLIENT_ID,SESSION_KEY,LOGIN_KEY,CLIENT_GEO,CONNECTION_TYPE,APP_NAME,SDK_APP_VERSION,DEVICE_PLATFORM,DEVICE_MODEL,SDK_VERSION,BROWSER_NAME,BROWSER_VERSION,OS_NAME,OS_VERSION,PAGE_URL,PAGE_ENTITY_TYPE,PAGE_CONTEXT,PAGE_ENTITY_ID,SDK_APP_TYPE,DURATION,URL,START_TIME,INITIATOR_TYPE,NEXT_HOP_PROTOCOL,RENDER_BLOCKING_STATUS,WORKER_START,REDIRECT_START,REDIRECT_END,FETCH_START,DOMAIN_LOOKUP_START,DOMAIN_LOOKUP_END,CONNECT_START,SECURE_CONNECTION_START,CONNECT_END,REQUEST_START,RESPONSE_START,FIRST_INTERIM_RESPONSE_START,RESPONSE_END,TRANSFER_SIZE,ENCODED_BODY_SIZE,DECODED_BODY_SIZE,RESPONSE_STATUS,SERVER_REQUEST_ID,UI_THREAD_RESPONSE_DELAY,DOM_COMPLETE,DOM_CONTENT_LOADED_EVENT_START,DOM_CONTENT_LOADED_EVENT_END,DOM_INTERACTIVE,LOAD_EVENT_START,LOAD_EVENT_END,REDIRECT_COUNT,NAVIGATION_TYPE,UNLOAD_EVENT_START,UNLOAD_EVENT_END,TIMESTAMP_DERIVED,USER_ID_DERIVED,CLIENT_IP
UiTelemetryNavigationTiming,202504260110334.00,3559682a-9460-4497-9b58-ac0a7c3e1cbf,2591d4f9-54a7-4,56549147,0e73b175-ae74-438a-9b60-21f714e7b928,1745629818946.00,2619,fa5cbb7a-647c-4c13-8694-98ec52168d2a,Standard,916bb7f1-184e-4810-bcca-12dce571b1ec,b54360bb-bb0a-4045,951f0cfb-eb49-4bb1,US,4G,CustomApp,3.6,Android,iPhone 13,2.9,Firefox,113.0.1019,Linux,12.5,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,4b216584-331d-4ae6-aaf8-4fee9648a646,Mobile,2922,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,10,17,40,44,71,93,115,122,149,168,199,203,228,2404,1129,2104,404,70ebca7d-76d2-410a-bee8-a61199b8d46a,245,798,369,510,240,812,1257,2,navigate,25,57,2025-04-26T01:10:33.456Z,51933392,221.50.23.93
UiTelemetryNavigationTiming,202504260110334.00,c4009957-66e4-4100-8801-8d8939bcedf0,9692d5c1-94cb-4,54847048,92c47496-b61a-4c75-8688-105b4e301203,1745629818946.00,5037,d54a492d-abc9-4563-beab-2772e76ac767,Standard,78cac0e4-bade-4f7e-80c7-d182477f396b,707079ef-4e17-400d,8997d020-2853-4147,APAC,5G,SalesforceApp,3.6,Android,Galaxy S21,3.1,Safari,89.0.2501,iOS,10.2,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,51642f4f-c6c3-4532-883d-afa1c4ea08c5,Mobile,650,https://mydomain.lightning.force.com,0.0,navigation,h2,blocking,6,13,21,51,70,82,102,138,158,169,185,201,240,3516,2746,2698,200,0b6c9492-116a-4f1f-ac27-1f5f72db3971,381,2565,451,720,385,1042,1413,3,navigate,30,46,2025-04-26T01:10:33.456Z,52937926,71.77.233.136
UiTelemetryNavigationTiming,202504260110334.00,57863bdf-ae86-426a-94af-3ce87b471896,13b06c5a-2742-4,57370473,2152c8fb-ba46-47b1-a5be-6ba9470e45a7,1745629818946.00,4327,8bc05df1-22a6-4b5a-9282-3a408ed831de,Standard,2c8c5028-e990-4c11-9740-d616c6c6a432,3e209256-75ab-4dcd,5b374ec3-8430-4f1f,US,WiFi,CustomApp,1.4,Web,Desktop,3.7,Chrome,95.0.1118,Windows,11.3,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,7faccf8b-5776-4bb8-b0f9-60c731d5d6b1,Web,1297,https://mydomain.lightning.force.com,0.0,navigation,h2,non-blocking,9,19,25,55,63,86,113,132,157,176,190,213,235,2808,3362,2203,304,c63f3933-6da9-48c3-8e52-80295b577be8,471,2849,467,601,278,1077,1407,4,back_forward,25,52,2025-04-26T01:10:33.456Z,59662690,109.173.69.242
UiTelemetryNavigationTiming,202504260110334.00,3b547f0a-ebdb-4cc5-a4b6-d387fc05691b,eab5d8f6-ec27-4,51214282,33ccdae2-c261-4059-82cd-3bd30ca4853f,1745629818946.00,5617,5b21801c-bf61-4896-af59-3b39e5f3fff1,Guest,339851b6-44b1-4ee2-a0bb-903063f66c1b,8fe27031-25a3-4627,dccfc859-4aa8-46b4,LATAM,4G,CustomApp,1.8,Web,Desktop,1.2,Edge,95.0.1531,iOS,11.4,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,17435af5-dd77-4e9b-b3cf-ba4eb9323675,Mobile,441,https://mydomain.lightning.force.com,0.0,navigation,h2,blocking,1,18,26,42,75,93,103,130,144,179,195,204,222,1397,2988,4059,200,8a391590-1ddf-4b84-bf6f-93dca023b8c8,28,713,289,632,295,967,1568,4,reload,14,46,2025-04-26T01:10:33.456Z,51744543,28.135.3.89
UiTelemetryNavigationTiming,202504260110334.00,cef88cf0-49f6-4557-afa4-8b11ff25622e,a6fe3dec-1882-4,53133748,23b20460-d7d3-4541-8aac-0da553298a6a,1745629818946.00,7003,44d2108c-ea29-47fe-9384-755342c6750d,Standard,0564cbe7-78ba-4929-9f3e-eea0d379958f,6f6f5c79-ca1b-4bf5,cdb06426-6b23-4099,LATAM,4G,CustomApp,5,Web,Pixel 6,3.6,Firefox,106.0.4045,macOS,12.4,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,0af0d429-e5bf-4d53-8ac8-9fc9bb43c155,Web,2558,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,5,19,33,55,75,93,111,135,142,174,200,211,227,1469,1500,2652,200,ee6e5d88-85d6-4d29-8b4b-b61fc6786b0d,92,2605,314,609,337,1060,1402,4,navigate,17,54,2025-04-26T01:10:33.456Z,53866774,116.247.245.19
UiTelemetryNavigationTiming,202504260110334.00,ed7eb192-3409-480f-a504-7425c567ae06,e45009a3-437d-4,55725350,6c7470ea-2f1e-433c-b556-c47465c3df4b,1745629818946.00,5107,e292f106-8456-4d75-8b1f-f0c10b21a22d,Standard,9e1b2a4e-ab76-43a1-9f75-476caff8a546,2a3bf849-b863-4bfd,002edb71-e29c-4765,EU,4G,CustomApp,3.5,iOS,Pixel 6,1.9,Safari,82.0.1941,iOS,13,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,141cf7a0-1415-4db1-a05b-7894f558501c,Mobile,2096,https://mydomain.lightning.force.com,0.0,navigation,h2,blocking,6,18,32,46,65,99,101,135,155,166,192,213,221,3592,1975,1166,304,6bc10367-f0d5-413b-8c8d-162cd70ae4c2,238,2822,430,501,338,930,1473,5,reload,22,52,2025-04-26T01:10:33.456Z,51866941,42.18.216.181
UiTelemetryNavigationTiming,202504260110334.00,5d19ff37-f656-4e3f-8d5c-5ceffdff8c7a,719d050a-26e9-4,52167215,79d6d861-27ee-4ff8-b36f-a8ba8eff6e21,1745629818946.00,7889,8a62ab4b-a165-4f2f-8a5a-2993e4b12c4c,Guest,ea5b61b5-c2bd-4726-9ae5-6f8c02fac78c,3edcd271-fc96-4003,d7651c13-270e-4175,APAC,WiFi,SalesforceApp,4.6,Web,Pixel 6,2,Safari,101.0.3654,iOS,11.5,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,18ba9734-e7e3-4668-8ce4-cec200443b2f,Web,772,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,blocking,8,20,25,60,79,98,102,136,144,175,198,215,221,4607,2793,3289,404,5901951d-8ee5-4550-b02c-ff0d033023ff,164,714,332,577,149,921,1323,0,navigate,21,42,2025-04-26T01:10:33.456Z,54955199,138.172.23.125
UiTelemetryNavigationTiming,202504260110334.00,c4e341b7-8405-4426-9b00-9e68881c8872,7b1319c1-a7e5-4,56339676,dfe07c27-cdd0-4025-951c-537589569d34,1745629818946.00,4782,ff05e81f-aef8-4072-99b8-1a89a3052160,Community,50b85c52-6653-417c-b41d-5eb17fceb0a9,f7bfaf54-b00a-4f05,13aa42a9-3cfc-4bc3,US,4G,CustomApp,4.2,Android,Pixel 6,3.8,Chrome,116.0.2914,Android,10.1,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,079238fd-1c2c-4d7f-a496-ead8d85480b2,Mobile,568,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,5,12,28,42,78,91,104,137,159,167,181,216,227,1843,4394,4727,304,f49d3062-7ea5-4ae2-ad5d-9023cec6a67e,133,2952,461,584,193,1062,1534,5,back_forward,21,39,2025-04-26T01:10:33.456Z,51137798,202.69.54.94
UiTelemetryNavigationTiming,202504260110334.00,773af6a0-27a0-44b1-a423-59790588c858,329e2664-f4bc-4,59994872,aa5f4c86-ebe3-4d0f-bfac-77f4435d9ddd,1745629818946.00,1120,15da75cd-c170-4faf-84c3-a13b9c36ea73,Guest,e3cb2afd-7a84-4c16-af19-4842cea48cdb,20f195ac-b2d8-4438,f4394e87-eae5-4a94,EU,4G,CustomApp,5.5,Android,Desktop,1.4,Chrome,92.0.1588,Windows,12.1,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,94d83cb7-5692-43f1-90e1-bbdc08a0ae4f,Mobile,1560,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,9,10,21,57,63,99,105,139,154,162,183,211,237,1046,1340,3706,200,dbf794c1-935c-4cd7-9a70-c708e9957c41,463,2256,415,792,215,1150,1302,5,reload,16,48,2025-04-26T01:10:33.456Z,51806648,73.4.62.5
UiTelemetryNavigationTiming,202504260110334.00,ec3c64b0-39fe-425e-86ca-85845c65fab2,4aa87fd8-d9f4-4,58327043,577a1595-202f-4136-a1e3-9ed86823329c,1745629818946.00,2238,d651b5ca-8cf3-4742-b4fb-81253a0b1d65,Standard,f37e3d3a-2d50-4d60-a938-c7b518d24204,f5678a7a-eaf0-4615,5746a548-aca4-471c,EU,WiFi,SalesforceApp,2.5,Web,Pixel 6,1.1,Chrome,114.0.1756,iOS,13.3,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,96ed664e-974a-43fb-b668-7d634309eaec,Web,525,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,2,17,33,46,75,88,109,135,154,173,191,216,229,2276,1618,1711,404,41ae6659-db30-41bd-9861-57e9caceaf35,348,1698,283,720,222,1004,1347,0,reload,12,43,2025-04-26T01:10:33.456Z,58953623,185.245.84.220
UiTelemetryNavigationTiming,202504260110334.00,8c72c022-5de3-452b-9be9-3a5382446a0c,32ab2e3c-48dd-4,55362196,f3da5d4e-0713-4e98-bd59-b4ba27acd654,1745629818946.00,7275,b64b142a-f779-4624-925d-dbcb0c19ad4d,Community,cc0c7f83-7af2-4759-a131-f0ff27383019,7af5ded4-84da-4547,134fbfee-1691-4e3c,APAC,5G,SalesforceApp,2.9,iOS,Desktop,1.8,Edge,88.0.4300,Windows,12,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,710f92dd-676b-4b88-a0a4-c690403b9142,Mobile,1274,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,9,12,32,49,74,92,117,129,148,176,195,205,234,2650,2401,1947,304,ca08db5b-5cb6-47e1-8cab-4203cc05281b,495,1702,229,575,205,1119,1570,0,reload,14,55,2025-04-26T01:10:33.456Z,51181567,33.203.64.115
UiTelemetryNavigationTiming,202504260110334.00,3dc05d43-f6bb-415d-8683-d7429e391b73,83ecfb3a-6de1-4,58612240,43ba9606-c774-4a6f-b0e6-5a677db26061,1745629818946.00,3410,cd3f3dad-66dc-40e4-aad8-e6a2397fa2ca,Standard,60f432e4-45a5-4609-8c5a-78b11fa8657b,dab5ad7c-a95c-4c19,ff3a447f-a69a-4741,EU,4G,SalesforceApp,3.5,iOS,Pixel 6,1.5,Firefox,112.0.1428,Linux,14.4,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,24294592-0d9e-48e3-bfef-c886aee76f41,Web,1676,https://mydomain.lightning.force.com,0.0,navigation,h2,blocking,4,20,35,41,75,83,115,137,141,170,183,208,225,3260,1777,2992,304,f78ba94a-c4bc-4240-9b74-13ed300386fd,42,2954,303,545,131,1198,1223,0,reload,30,52,2025-04-26T01:10:33.456Z,59947587,231.86.72.253
UiTelemetryNavigationTiming,202504260110334.00,34ee55ad-fefa-47d0-a1c6-c0353faac15e,153e4bfe-53c9-4,54179189,f64961fc-ce61-4143-8add-1dd7dd1ca733,1745629818946.00,5735,f2d99f8c-c1de-4677-80b7-8258ad07b33d,Guest,1876e364-b8b0-4f23-90a5-cd03754c3358,dec9f660-13f3-47a5,e5cea2d5-877f-4962,US,WiFi,SalesforceApp,2.7,iOS,Desktop,3.5,Chrome,100.0.1386,Linux,13.1,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,8841bc33-72f4-4b68-9345-c435307720d8,Mobile,2323,https://mydomain.lightning.force.com,0.0,navigation,h2,blocking,4,11,30,50,66,97,119,133,149,179,183,217,230,1856,916,3031,404,3020929b-d89d-444d-b7e3-76f9a4508829,246,610,324,672,200,1185,1351,3,reload,27,42,2025-04-26T01:10:33.456Z,53816858,132.157.96.49
UiTelemetryNavigationTiming,202504260110334.00,fad350a8-6425-49fa-b026-bfbc956fcc5f,66a468af-bed1-4,52918072,ddcbe13b-4cf2-44ad-9635-7ec97070ca8e,1745629818946.00,4710,22413dc1-22af-4e5d-918d-3a4bd5027c4f,Standard,ceec29dd-1604-4509-bc7d-069f84574c62,803a15b0-6094-4672,3f9c1028-86ee-434c,US,4G,CustomApp,3.9,iOS,Desktop,2.1,Firefox,105.0.1334,Android,14.2,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,39a31156-6ff7-4f02-b965-55a9f29ab7c1,Web,644,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,5,14,33,53,61,98,112,131,156,168,184,220,231,2314,1024,2888,304,090aa04e-ab2e-4159-bc26-1d373464437c,352,1055,461,622,123,1131,1515,3,back_forward,18,49,2025-04-26T01:10:33.456Z,55130900,99.99.115.183
UiTelemetryNavigationTiming,202504260110334.00,5fa4b5fc-2a68-40d1-9eff-2761360be537,198d7786-0d99-4,58066913,45c8da0b-babe-4959-b1ca-1ee475b19979,1745629818946.00,6093,4cb64528-c429-400f-9854-576c8d93cbde,Guest,ba493417-5cf8-4194-905a-82776b207784,a11216b6-d45a-4b23,43bfbf14-a4a0-4938,APAC,WiFi,CustomApp,2.7,Web,iPhone 13,1.2,Chrome,97.0.3452,Linux,13.1,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,6e1e96c1-99a7-4d77-bdc4-8db1f19e80ec,Mobile,240,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,10,10,27,49,73,97,101,127,148,180,190,219,229,1232,4487,2819,304,00210b1f-87fe-4251-ab16-762f1cdb7646,158,1532,268,694,393,875,1283,1,reload,13,57,2025-04-26T01:10:33.456Z,58129333,114.97.102.76
UiTelemetryNavigationTiming,202504260110334.00,d0540315-820c-4e10-bf56-748f962e181a,ffa75106-fea9-4,54589283,174b1653-d0c4-4e95-9635-9acda73396ec,1745629818946.00,6290,2138e3e6-c63f-4913-85bc-4fad23dc502a,Community,8c777f31-f59b-4675-b368-ed7075797b1d,22231d2c-6dcb-499a,b8476ea0-79de-4351,EU,WiFi,CustomApp,1.6,Android,iPhone 13,2.2,Firefox,103.0.1037,Windows,11.1,https://mydomain.lightning.force.com/lightning/page/home,HomePage,LightningApp,af16bb80-db4b-4084-8a94-2c27dd4bba69,Web,2677,https://mydomain.lightning.force.com,0.0,navigation,http/1.1,non-blocking,10,18,24,59,63,90,112,138,157,163,194,210,233,4806,3138,2637,304,7af8bd93-5dc0-499c-90e4-e9d7364d1dc5,467,1414,302,584,161,801,1349,1,navigate,15,59,2025-04-26T01:10:33.456Z,56782411,207.162.81.192
